Psychology651,PSYC651,"Admission to the Clinical Psychology graduate program.
  "
Psychology659,PSYC659,"Admission to the Clinical Psychology graduate program.
  "
Psychology660,PSYC660,"Admission to the Clinical Psychology graduate program.
  "
Psychology671,PSYC671,"Admission to the Clinical Psychology graduate program.
  "
Psychology673,PSYC673,"Admission to the Clinical Psychology graduate program.
  "
Psychology681,PSYC681,"Admission to the Clinical Psychology graduate program.
  "
Psychology683,PSYC683,"Admission to the Clinical Psychology graduate program.
  "
Psychology700,PSYC700,Consent of the Department.
Psychology702,PSYC702,Consent of the Department.
Psychology703,PSYC703,Consent of the Department.
Psychology709,PSYC709,Consent of the Department.
Psychology710,PSYC710,Consent of the Department.
Psychology712,PSYC712,Consent of the Department.
Psychology713,PSYC713,Consent of the Department.
Psychology720,PSYC720,Consent of the Department.
Psychology730,PSYC730,Consent of the Department.
Psychology739,PSYC739,Psychology 639.
Psychology750,PSYC750,"Admission to the Clinical Psychology graduate program.
  "
Psychology751,PSYC751,
Psychology760,PSYC760,"Admission to the Clinical Psychology graduate program.
  "
Psychology762,PSYC762,"Admission to the Clinical Psychology graduate program.
  "
Psychology765,PSYC765,"Admission to the Clinical Psychology graduate program.
  "
Psychology798,PSYC798,"Admission to the Clinical Psychology graduate program.
 "
course_name,course_code,prerequisites
Public Policy601,PPOL601,
Public Policy603,PPOL603,
Public Policy605,PPOL605,
Public Policy607,PPOL607,
Public Policy609,PPOL609,
Public Policy611,PPOL611,
Public Policy613,PPOL613,
Public Policy615,PPOL615,
Public Policy617,PPOL617,
Public Policy619,PPOL619,
Public Policy621,PPOL621,
Public Policy623,PPOL623,
course_name,course_code,prerequisites
Real Estate Studies317,REAL317,Admission to the Haskayne School of Business and 30 units.
Real Estate Studies427,REAL427,Admission to the Haskayne School of Business and 60 units including Finance 317.
Real Estate Studies437,REAL437,Admission to the Haskayne School of Business and 60 units.
Real Estate Studies447,REAL447,Admission to the Haskayne School of Business and 60 units including Business and Environment 395.
Real Estate Studies457,REAL457,Admission to the Haskayne School of Business and 60 units including Marketing 317.
Real Estate Studies559,REAL559,Admission to the Haskayne School of Business and 54 units including Real Estate Studies 317.
Real Estate Studies567,REAL567,"Admission to the Haskayne School of Business, Bachelor of Commerce Real Estate Studies concentration, Real Estate Studies 317 and 427."
Real Estate Studies707,REAL707,Admission to the Master of Business Administration program. 
Real Estate Studies717,REAL717,Admission to the Master of Business Administration and Finance 601.
Real Estate Studies727,REAL727,Admission to the Master of Business Administration.
Real Estate Studies737,REAL737,Admission to the Master of Business Administration.
Real Estate Studies747,REAL747,Admission to the Master of Business Administration and Marketing 601.
Real Estate Studies767,REAL767,Admission to the Master of Business Administration program.
Real Estate Studies789,REAL789,Admission to the Master of Business Administration and one of Real Estate Studies 707 or 757.
course_name,course_code,prerequisites
Religious Studies200,RELS200,
Religious Studies201,RELS201,
Religious Studies203,RELS203,
Religious Studies205,RELS205,
Religious Studies300,RELS300,
Religious Studies301,RELS301,
Religious Studies302,RELS302, Religious Studies 300.
Religious Studies303,RELS303,
Religious Studies305,RELS305,"One of Greek and Roman Studies 205, 209, Religious Studies 201, or 205."
Religious Studies307,RELS307,
Religious Studies309,RELS309,
Religious Studies310,RELS310,
Religious Studies312,RELS312,Religious Studies 310.
Religious Studies313,RELS313,
Religious Studies314,RELS314,
Religious Studies316,RELS316,Religious Studies 314.
Religious Studies317,RELS317,
Religious Studies319,RELS319,
Religious Studies320,RELS320,
Religious Studies322,RELS322,Religious Studies 320.
Religious Studies323,RELS323,
Religious Studies324,RELS324,
Religious Studies327,RELS327,
Religious Studies329,RELS329,
Religious Studies331,RELS331,
Religious Studies333,RELS333,
Religious Studies335,RELS335,
Religious Studies338,RELS338,
Religious Studies339,RELS339,
Religious Studies341,RELS341,
Religious Studies343,RELS343,
Religious Studies344,RELS344,
Religious Studies345,RELS345,
Religious Studies346,RELS346,
Religious Studies348,RELS348,
Religious Studies349,RELS349,
Religious Studies353,RELS353,
Religious Studies357,RELS357,
Religious Studies359,RELS359,
Religious Studies360,RELS360,
Religious Studies363,RELS363,
Religious Studies367,RELS367,
Religious Studies369,RELS369,
Religious Studies373,RELS373,
Religious Studies377,RELS377,Admission to Religious Studies major or minor.
Religious Studies381,RELS381,
Religious Studies383,RELS383,
Religious Studies385,RELS385,
Religious Studies387,RELS387,
Religious Studies389,RELS389,
Religious Studies397,RELS397,
Religious Studies398,RELS398,
Religious Studies399,RELS399,
Religious Studies417,RELS417,3 units in Nature of Religion at the 300 level (see Table of Streams at beginning of Department offerings).
Religious Studies437,RELS437,3 units of Religious Studies at the 300 level. 
Religious Studies439,RELS439,Religious Studies 341.
Religious Studies440,RELS440,3 units in Religious Studies at the 300 level.
Religious Studies444,RELS444,"3 units of Religious Studies at the 300 level.
  "
Religious Studies445,RELS445,Philosophy 335 or 3 units of Religious Studies at the 300 level.
Religious Studies447,RELS447,Religious Studies 377 and 3 units of courses labelled Religious Studies at the 300 level.
Religious Studies451,RELS451,Religious Studies 303 or 307.
Religious Studies453,RELS453,"One of Religious Studies 313, 319, 323, 327, or 329."
Religious Studies461,RELS461,Religious Studies 359.
Religious Studies463,RELS463,"3 units of Religious Studies at the 300 level.
  "
Religious Studies469,RELS469,Religious Studies 369.
Religious Studies473,RELS473,Religious Studies 353 or 357.
Religious Studies474,RELS474,3 units of courses labelled Religious Studies at the 300 level.
Religious Studies477,RELS477,Religious Studies 301.
Religious Studies479,RELS479,"3 units of Religious Studies at the 300 level.
  "
Religious Studies484,RELS484,"One of Religious Studies 383, 385, 387, or 389."
Religious Studies491,RELS491,"One of Religious Studies 302, 312, 316 or 322."
Religious Studies577,RELS577,Religious Studies 377 and 6 units of Religious Studies at the 400 or 500 level and admission to the Religious Studies major or minor.
Religious Studies590,RELS590,Religious Studies 377 and 6 units of Religious Studies at the 400 or 500 level and admission to the Honours program in Religious Studies or Ancient and Medieval History.
Religious Studies595,RELS595,9 units in Religious Studies at the senior level with at least 3 units at the 400 level or above and consent of the Department.
Religious Studies601,RELS601,
Religious Studies603,RELS603,
Religious Studies605,RELS605,
Religious Studies607,RELS607,
Religious Studies609,RELS609,
Religious Studies681,RELS681,
Religious Studies683,RELS683,
Religious Studies685,RELS685,
Religious Studies701,RELS701,
Religious Studies703,RELS703,
Religious Studies705,RELS705,
Religious Studies707,RELS707,
Religious Studies709,RELS709,
course_name,course_code,prerequisites
Risk Management and Insurance317,RMIN317,"Admission to the Haskayne School of Business or the Actuarial Science program, and 30 units including Economics 201. "
Risk Management and Insurance439,RMIN439,"Admission to the Haskayne School of Business or the Actuarial Science program, and Finance 317 or Risk Management and Insurance 317. "
Risk Management and Insurance449,RMIN449,"Admission to the Haskayne School of Business or the Actuarial Science program, and Finance 317 or Risk Management and Insurance 317. "
Risk Management and Insurance459,RMIN459,Admission to the Haskayne School of Business.
Risk Management and Insurance559,RMIN559,"Admission to the Haskayne School of Business and Risk Management and Insurance 317. For certain topics, consent of the Haskayne School of Business will also be required."
Risk Management and Insurance579,RMIN579,Admission to the Haskayne School of Business and Risk Management and Insurance 317.
Risk Management and Insurance763,RMIN763,Consent of the Haskayne School of Business.
course_name,course_code,prerequisites
Romance Studies299,ROST299,
Romance Studies341,ROST341,
Romance Studies399,ROST399,
Romance Studies499,ROST499,"One of French 227, 317, Italian 303 or Spanish 303."
course_name,course_code,prerequisites
Russian201,RUSS201,
Russian209,RUSS209,Russian 201 or 205.
Russian301,RUSS301,"Russian 30, 30-3Y, 209."
Russian303,RUSS303,Russian 301.
Russian309,RUSS309,Russian 303.
Russian311,RUSS311,
Russian313,RUSS313,
Russian317,RUSS317,
Russian331,RUSS331,Russian 303.
Russian333,RUSS333,Russian 331.
Russian355,RUSS355,
Russian360,RUSS360,Russian 303 and one of 355 or 317.
Russian363,RUSS363,Russian 303.
Russian397,RUSS397,"Consent of the School of Languages, Linguistics, Literatures and Cultures. "
Russian400,RUSS400,Russian 333.
Russian451,RUSS451,Russian 360 or 361.
Russian461,RUSS461,Russian 360 or 361.
Russian463,RUSS463,"One of Russian 360, 361 or 363."
Russian497,RUSS497,"Russian 397 and consent of the School of Languages, Linguistics, Literatures and Cultures. "
Russian551,RUSS551,"Consent of the School of Languages, Linguistics, Literatures and Cultures. Permission to enrol in this course depends on a faculty member's agreement to sponsor the project."
Russian561,RUSS561,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
Russian591,RUSS591,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
course_name,course_code,prerequisites
School of Creative and Performing Arts290,SCPA290,"Admission to BA Dance, BFA Dance, BFA Drama, BA Music, BA Honours Music, or BMus."
School of Creative and Performing Arts399,SCPA399,School of Creative and Performing Arts 290.
School of Creative and Performing Arts401,SCPA401,"9 units in courses labelled Dance, Drama, Music, Music Performance or School of Creative and Performing Arts."
School of Creative and Performing Arts499,SCPA499,School of Creative and Performing Arts 399.
School of Creative and Performing Arts501,SCPA501,"6 units in any of Dance, Drama or Music or consent of the School."
School of Creative and Performing Arts503,SCPA503,Consent of the School.
School of Creative and Performing Arts599,SCPA599,School of Creative and Performing Arts 499.
School of Creative and Performing Arts601,SCPA601,Consent of the School.
School of Creative and Performing Arts603,SCPA603,Consent of the School.
course_name,course_code,prerequisites
Science301,SCIE301,24 units and admission to the Natural Sciences Program.
Science311,SCIE311,Any 200-level course offered by the Faculty of Science.
Science317,SCIE317,"One of Physics 211, 221 or 227; and one of Physics 223, 255, 259 or355."
Science331,SCIE331,
Science403,SCIE403,54 units and admission to the Natural Sciences program.
Science421,SCIE421,Science 317 or Physics 449 or Chemistry 371 or Engineering Energy and Environment 355. 
Science423,SCIE423,Science 317 or Physics 449 or Chemistry 371 or Engineering Energy and Environment 355.
Science427,SCIE427,Science 317 or Physics 449 or Chemistry 371 or Engineering Energy and Environment 355.
Science431,SCIE431,Science 317 or Geology 353 or Engineering Energy and Environment 355. 
